OfficialNames,CanonicalSmiles,uM
"WHO Essential Medicine=sodium lactate;sodium lactate,Indian Approved Name=lactic acid;sodium lactate,FDA Approved Drug=AMMONIUM LACTATE;LACTIC ACID;POTASSIUM LACTATE;SODIUM LACTATE",CC(C(=O)[O-])O,2.78
"WHO Essential Medicine=sodium lactate;sodium lactate,Indian Approved Name=lactic acid;sodium lactate,FDA Approved Drug=AMMONIUM LACTATE;LACTIC ACID;POTASSIUM LACTATE;SODIUM LACTATE",CC(C(=O)[O-])O,5.56
"WHO Essential Medicine=sodium lactate;sodium lactate,Indian Approved Name=lactic acid;sodium lactate,FDA Approved Drug=AMMONIUM LACTATE;LACTIC ACID;POTASSIUM LACTATE;SODIUM LACTATE",CC(C(=O)[O-])O,11.11
"WHO Essential Medicine=sodium lactate;sodium lactate,Indian Approved Name=lactic acid;sodium lactate,FDA Approved Drug=AMMONIUM LACTATE;LACTIC ACID;POTASSIUM LACTATE;SODIUM LACTATE",CC(C(=O)[O-])O,22.22
Traditional Herbal Isolate=alanine,C[C@@H](C(=O)[O-])[NH3+],1.39
Traditional Herbal Isolate=alanine,C[C@@H](C(=O)[O-])[NH3+],2.78
Traditional Herbal Isolate=alanine,C[C@@H](C(=O)[O-])[NH3+],5.56
Traditional Herbal Isolate=alanine,C[C@@H](C(=O)[O-])[NH3+],11.11
Traditional Herbal Isolate=alanine,C[C@@H](C(=O)[O-])[NH3+],22.22
Traditional Herbal Isolate=3-o-beta-glucosylplatycodigenin,C(C[NH3+])C(=O)[O-],1.39
Traditional Herbal Isolate=3-o-beta-glucosylplatycodigenin,C(C[NH3+])C(=O)[O-],2.78
Traditional Herbal Isolate=3-o-beta-glucosylplatycodigenin,C(C[NH3+])C(=O)[O-],5.56
Traditional Herbal Isolate=3-o-beta-glucosylplatycodigenin,C(C[NH3+])C(=O)[O-],11.11
Traditional Herbal Isolate=3-o-beta-glucosylplatycodigenin,C(C[NH3+])C(=O)[O-],22.22
Traditional Herbal Isolate=putrescine,C(CC[NH3+])C[NH3+],1.39
Traditional Herbal Isolate=putrescine,C(CC[NH3+])C[NH3+],2.78
Traditional Herbal Isolate=putrescine,C(CC[NH3+])C[NH3+],5.56
Traditional Herbal Isolate=putrescine,C(CC[NH3+])C[NH3+],11.11
Traditional Herbal Isolate=putrescine,C(CC[NH3+])C[NH3+],22.22
"China Approved Name=glycerol;Glycerol;glycerine,Indian Approved Name=glycerine;glycerol;glycerin;syr glycerine,Australia Approved Name=GLYCEROL,FDA Approved Drug=GLYCERIN",C(C(CO)O)O,1.39
"China Approved Name=glycerol;Glycerol;glycerine,Indian Approved Name=glycerine;glycerol;glycerin;syr glycerine,Australia Approved Name=GLYCEROL,FDA Approved Drug=GLYCERIN",C(C(CO)O)O,2.78
"China Approved Name=glycerol;Glycerol;glycerine,Indian Approved Name=glycerine;glycerol;glycerin;syr glycerine,Australia Approved Name=GLYCEROL,FDA Approved Drug=GLYCERIN",C(C(CO)O)O,5.56
"China Approved Name=glycerol;Glycerol;glycerine,Indian Approved Name=glycerine;glycerol;glycerin;syr glycerine,Australia Approved Name=GLYCEROL,FDA Approved Drug=GLYCERIN",C(C(CO)O)O,11.11
"China Approved Name=glycerol;Glycerol;glycerine,Indian Approved Name=glycerine;glycerol;glycerin;syr glycerine,Australia Approved Name=GLYCEROL,FDA Approved Drug=GLYCERIN",C(C(CO)O)O,22.22
"Indian Approved Name=sevelamer hcl,FDA Approved Drug=SEVELAMER CARBONATE;SEVELAMER HYDROCHLORIDE",C1C(O1)CCl,1.39
"Indian Approved Name=sevelamer hcl,FDA Approved Drug=SEVELAMER CARBONATE;SEVELAMER HYDROCHLORIDE",C1C(O1)CCl,2.78
"Indian Approved Name=sevelamer hcl,FDA Approved Drug=SEVELAMER CARBONATE;SEVELAMER HYDROCHLORIDE",C1C(O1)CCl,5.56
"Indian Approved Name=sevelamer hcl,FDA Approved Drug=SEVELAMER CARBONATE;SEVELAMER HYDROCHLORIDE",C1C(O1)CCl,11.11
"Indian Approved Name=sevelamer hcl,FDA Approved Drug=SEVELAMER CARBONATE;SEVELAMER HYDROCHLORIDE",C1C(O1)CCl,22.22
Indian Approved Name=l-phenylamine,c1ccc(cc1)N,1.39
Indian Approved Name=l-phenylamine,c1ccc(cc1)N,2.78
Indian Approved Name=l-phenylamine,c1ccc(cc1)N,5.56
Indian Approved Name=l-phenylamine,c1ccc(cc1)N,11.11
Indian Approved Name=l-phenylamine,c1ccc(cc1)N,22.22
"China Approved Name=phenol,Indian Approved Name=phenol,Traditional Herbal Isolate=monohydroxy phenol,Australia Approved Name=PHENOL",c1ccc(cc1)O,1.39
"China Approved Name=phenol,Indian Approved Name=phenol,Traditional Herbal Isolate=monohydroxy phenol,Australia Approved Name=PHENOL",c1ccc(cc1)O,2.78
"China Approved Name=phenol,Indian Approved Name=phenol,Traditional Herbal Isolate=monohydroxy phenol,Australia Approved Name=PHENOL",c1ccc(cc1)O,5.56
"China Approved Name=phenol,Indian Approved Name=phenol,Traditional Herbal Isolate=monohydroxy phenol,Australia Approved Name=PHENOL",c1ccc(cc1)O,11.11
"China Approved Name=phenol,Indian Approved Name=phenol,Traditional Herbal Isolate=monohydroxy phenol,Australia Approved Name=PHENOL",c1ccc(cc1)O,22.22
FDA Approved Drug=DALFAMPRIDINE,c1c[nH+]ccc1N,1.39
FDA Approved Drug=DALFAMPRIDINE,c1c[nH+]ccc1N,2.78
FDA Approved Drug=DALFAMPRIDINE,c1c[nH+]ccc1N,5.56
FDA Approved Drug=DALFAMPRIDINE,c1c[nH+]ccc1N,11.11
FDA Approved Drug=DALFAMPRIDINE,c1c[nH+]ccc1N,22.22
FDA Approved Drug=CHROMIC PHOSPHATE P-32;SODIUM PHOSPHATE P-32,O[32P](=O)([O-])[O-],1.39
FDA Approved Drug=CHROMIC PHOSPHATE P-32;SODIUM PHOSPHATE P-32,O[32P](=O)([O-])[O-],2.78
FDA Approved Drug=CHROMIC PHOSPHATE P-32;SODIUM PHOSPHATE P-32,O[32P](=O)([O-])[O-],5.56
FDA Approved Drug=CHROMIC PHOSPHATE P-32;SODIUM PHOSPHATE P-32,O[32P](=O)([O-])[O-],11.11
FDA Approved Drug=CHROMIC PHOSPHATE P-32;SODIUM PHOSPHATE P-32,O[32P](=O)([O-])[O-],22.22
"Indian Approved Name=oleum lini;alum hydrox;zinc sulfate monohydrate;manganese sulphate;dihydroxy alum aminiacetate,Traditional Herbal Isolate=cathartic acid;methanolic,Australia Approved Name=MAGNESIUM SULFATE;PROTAMINE SULFATE;ZINC SULFATE,China Approved Name=sodium sulfate;magnesium sulfate;protamine sulfate;iron dextran;dihydralazing sulfate;barium sulfate,WHO Essential Medicine=barium sulfate;magnesium sulfate;protamine sulfate;zinc sulfate,FDA Approved Drug=CUPRIC SULFATE;FERROUS SULFATE;IOBENGUANE SULFATE I-123;IRON DEXTRAN;MAGNESIUM SULFATE;MAGNESIUM SULFATE ANHYDROUS;MANGANESE SULFATE;POTASSIUM SULFATE;PROTAMINE SULFATE;SODIUM SULFATE;SODIUM SULFATE ANHYDROUS;ZINC SULFATE",[O-]S(=O)(=O)[O-],1.39
"Indian Approved Name=oleum lini;alum hydrox;zinc sulfate monohydrate;manganese sulphate;dihydroxy alum aminiacetate,Traditional Herbal Isolate=cathartic acid;methanolic,Australia Approved Name=MAGNESIUM SULFATE;PROTAMINE SULFATE;ZINC SULFATE,China Approved Name=sodium sulfate;magnesium sulfate;protamine sulfate;iron dextran;dihydralazing sulfate;barium sulfate,WHO Essential Medicine=barium sulfate;magnesium sulfate;protamine sulfate;zinc sulfate,FDA Approved Drug=CUPRIC SULFATE;FERROUS SULFATE;IOBENGUANE SULFATE I-123;IRON DEXTRAN;MAGNESIUM SULFATE;MAGNESIUM SULFATE ANHYDROUS;MANGANESE SULFATE;POTASSIUM SULFATE;PROTAMINE SULFATE;SODIUM SULFATE;SODIUM SULFATE ANHYDROUS;ZINC SULFATE",[O-]S(=O)(=O)[O-],2.78
"Indian Approved Name=oleum lini;alum hydrox;zinc sulfate monohydrate;manganese sulphate;dihydroxy alum aminiacetate,Traditional Herbal Isolate=cathartic acid;methanolic,Australia Approved Name=MAGNESIUM SULFATE;PROTAMINE SULFATE;ZINC SULFATE,China Approved Name=sodium sulfate;magnesium sulfate;protamine sulfate;iron dextran;dihydralazing sulfate;barium sulfate,WHO Essential Medicine=barium sulfate;magnesium sulfate;protamine sulfate;zinc sulfate,FDA Approved Drug=CUPRIC SULFATE;FERROUS SULFATE;IOBENGUANE SULFATE I-123;IRON DEXTRAN;MAGNESIUM SULFATE;MAGNESIUM SULFATE ANHYDROUS;MANGANESE SULFATE;POTASSIUM SULFATE;PROTAMINE SULFATE;SODIUM SULFATE;SODIUM SULFATE ANHYDROUS;ZINC SULFATE",[O-]S(=O)(=O)[O-],5.56
"Indian Approved Name=oleum lini;alum hydrox;zinc sulfate monohydrate;manganese sulphate;dihydroxy alum aminiacetate,Traditional Herbal Isolate=cathartic acid;methanolic,Australia Approved Name=MAGNESIUM SULFATE;PROTAMINE SULFATE;ZINC SULFATE,China Approved Name=sodium sulfate;magnesium sulfate;protamine sulfate;iron dextran;dihydralazing sulfate;barium sulfate,WHO Essential Medicine=barium sulfate;magnesium sulfate;protamine sulfate;zinc sulfate,FDA Approved Drug=CUPRIC SULFATE;FERROUS SULFATE;IOBENGUANE SULFATE I-123;IRON DEXTRAN;MAGNESIUM SULFATE;MAGNESIUM SULFATE ANHYDROUS;MANGANESE SULFATE;POTASSIUM SULFATE;PROTAMINE SULFATE;SODIUM SULFATE;SODIUM SULFATE ANHYDROUS;ZINC SULFATE",[O-]S(=O)(=O)[O-],11.11
"Indian Approved Name=oleum lini;alum hydrox;zinc sulfate monohydrate;manganese sulphate;dihydroxy alum aminiacetate,Traditional Herbal Isolate=cathartic acid;methanolic,Australia Approved Name=MAGNESIUM SULFATE;PROTAMINE SULFATE;ZINC SULFATE,China Approved Name=sodium sulfate;magnesium sulfate;protamine sulfate;iron dextran;dihydralazing sulfate;barium sulfate,WHO Essential Medicine=barium sulfate;magnesium sulfate;protamine sulfate;zinc sulfate,FDA Approved Drug=CUPRIC SULFATE;FERROUS SULFATE;IOBENGUANE SULFATE I-123;IRON DEXTRAN;MAGNESIUM SULFATE;MAGNESIUM SULFATE ANHYDROUS;MANGANESE SULFATE;POTASSIUM SULFATE;PROTAMINE SULFATE;SODIUM SULFATE;SODIUM SULFATE ANHYDROUS;ZINC SULFATE",[O-]S(=O)(=O)[O-],22.22
Traditional Herbal Isolate=protoanemonin,C=C1C=CC(=O)O1,1.39
Traditional Herbal Isolate=protoanemonin,C=C1C=CC(=O)O1,2.78
Traditional Herbal Isolate=protoanemonin,C=C1C=CC(=O)O1,5.56
Traditional Herbal Isolate=protoanemonin,C=C1C=CC(=O)O1,11.11
Traditional Herbal Isolate=protoanemonin,C=C1C=CC(=O)O1,22.22
Traditional Herbal Isolate=furfural,c1cc(oc1)C=O,1.39
Traditional Herbal Isolate=furfural,c1cc(oc1)C=O,2.78
Traditional Herbal Isolate=furfural,c1cc(oc1)C=O,5.56
Traditional Herbal Isolate=furfural,c1cc(oc1)C=O,11.11
Traditional Herbal Isolate=furfural,c1cc(oc1)C=O,22.22
FDA Approved Drug=SODIUM MONOFLUOROPHOSPHATE,[O-]P(=O)([O-])F,1.39
FDA Approved Drug=SODIUM MONOFLUOROPHOSPHATE,[O-]P(=O)([O-])F,2.78
FDA Approved Drug=SODIUM MONOFLUOROPHOSPHATE,[O-]P(=O)([O-])F,5.56
FDA Approved Drug=SODIUM MONOFLUOROPHOSPHATE,[O-]P(=O)([O-])F,11.11
FDA Approved Drug=SODIUM MONOFLUOROPHOSPHATE,[O-]P(=O)([O-])F,22.22
Traditional Herbal Isolate=hexylenaldehyde,CCC/C=C/C=O,1.39
Traditional Herbal Isolate=hexylenaldehyde,CCC/C=C/C=O,2.78
Traditional Herbal Isolate=hexylenaldehyde,CCC/C=C/C=O,5.56
Traditional Herbal Isolate=hexylenaldehyde,CCC/C=C/C=O,11.11
Traditional Herbal Isolate=hexylenaldehyde,CCC/C=C/C=O,22.22
Traditional Herbal Isolate=tiglic acid,C/C=C(\C)/C(=O)[O-],1.39
Traditional Herbal Isolate=tiglic acid,C/C=C(\C)/C(=O)[O-],2.78
Traditional Herbal Isolate=tiglic acid,C/C=C(\C)/C(=O)[O-],5.56
Traditional Herbal Isolate=tiglic acid,C/C=C(\C)/C(=O)[O-],11.11
Traditional Herbal Isolate=tiglic acid,C/C=C(\C)/C(=O)[O-],22.22
Traditional Herbal Isolate=angelic acid,C/C=C(/C)\C(=O)[O-],1.39
Traditional Herbal Isolate=angelic acid,C/C=C(/C)\C(=O)[O-],2.78
Traditional Herbal Isolate=angelic acid,C/C=C(/C)\C(=O)[O-],5.56
Traditional Herbal Isolate=angelic acid,C/C=C(/C)\C(=O)[O-],11.11
Traditional Herbal Isolate=angelic acid,C/C=C(/C)\C(=O)[O-],22.22
Traditional Herbal Isolate=allyl-disulpide;allyl isothiocyanate;mustard oil,C=CCN=C=S,1.39
Traditional Herbal Isolate=allyl-disulpide;allyl isothiocyanate;mustard oil,C=CCN=C=S,2.78
Traditional Herbal Isolate=allyl-disulpide;allyl isothiocyanate;mustard oil,C=CCN=C=S,5.56
Traditional Herbal Isolate=allyl-disulpide;allyl isothiocyanate;mustard oil,C=CCN=C=S,11.11
Traditional Herbal Isolate=allyl-disulpide;allyl isothiocyanate;mustard oil,C=CCN=C=S,22.22
FDA Approved Drug=POLYTETRAFLUOROETHYLENE,C(=C(F)F)(F)F,1.39
FDA Approved Drug=POLYTETRAFLUOROETHYLENE,C(=C(F)F)(F)F,2.78
FDA Approved Drug=POLYTETRAFLUOROETHYLENE,C(=C(F)F)(F)F,5.56
FDA Approved Drug=POLYTETRAFLUOROETHYLENE,C(=C(F)F)(F)F,11.11
FDA Approved Drug=POLYTETRAFLUOROETHYLENE,C(=C(F)F)(F)F,22.22
"Indian Approved Name=glutaraldehyde,WHO Essential Medicine=glutaral,Australia Approved Name=GLUTARALDEHYDE",C(CC=O)CC=O,1.39
"Indian Approved Name=glutaraldehyde,WHO Essential Medicine=glutaral,Australia Approved Name=GLUTARALDEHYDE",C(CC=O)CC=O,2.78
"Indian Approved Name=glutaraldehyde,WHO Essential Medicine=glutaral,Australia Approved Name=GLUTARALDEHYDE",C(CC=O)CC=O,5.56
"Indian Approved Name=glutaraldehyde,WHO Essential Medicine=glutaral,Australia Approved Name=GLUTARALDEHYDE",C(CC=O)CC=O,11.11
"Indian Approved Name=glutaraldehyde,WHO Essential Medicine=glutaral,Australia Approved Name=GLUTARALDEHYDE",C(CC=O)CC=O,22.22
Traditional Herbal Isolate=methyl isobutyl ketone,CC(C)CC(=O)C,1.39
Traditional Herbal Isolate=methyl isobutyl ketone,CC(C)CC(=O)C,2.78
Traditional Herbal Isolate=methyl isobutyl ketone,CC(C)CC(=O)C,5.56
Traditional Herbal Isolate=methyl isobutyl ketone,CC(C)CC(=O)C,11.11
Traditional Herbal Isolate=methyl isobutyl ketone,CC(C)CC(=O)C,22.22
FDA Approved Drug=POTASSIUM PERCHLORATE,OCl(=O)(=O)=O,1.39
FDA Approved Drug=POTASSIUM PERCHLORATE,OCl(=O)(=O)=O,2.78
FDA Approved Drug=POTASSIUM PERCHLORATE,OCl(=O)(=O)=O,5.56
FDA Approved Drug=POTASSIUM PERCHLORATE,OCl(=O)(=O)=O,11.11
FDA Approved Drug=POTASSIUM PERCHLORATE,OCl(=O)(=O)=O,22.22
Traditional Herbal Isolate=2-hydroxymethyl prop-2-enoate,C=C(CO)C(=O)[O-],1.39
Traditional Herbal Isolate=2-hydroxymethyl prop-2-enoate,C=C(CO)C(=O)[O-],2.78
Traditional Herbal Isolate=2-hydroxymethyl prop-2-enoate,C=C(CO)C(=O)[O-],5.56
Traditional Herbal Isolate=2-hydroxymethyl prop-2-enoate,C=C(CO)C(=O)[O-],11.11
Traditional Herbal Isolate=2-hydroxymethyl prop-2-enoate,C=C(CO)C(=O)[O-],22.22
Traditional Herbal Isolate=pentanoic acid;valerianic acid;valeric acid,CCCCC(=O)[O-],1.39
Traditional Herbal Isolate=pentanoic acid;valerianic acid;valeric acid,CCCCC(=O)[O-],2.78
Traditional Herbal Isolate=pentanoic acid;valerianic acid;valeric acid,CCCCC(=O)[O-],5.56
Traditional Herbal Isolate=pentanoic acid;valerianic acid;valeric acid,CCCCC(=O)[O-],11.11
Traditional Herbal Isolate=pentanoic acid;valerianic acid;valeric acid,CCCCC(=O)[O-],22.22
"Indian Approved Name=bentonite,FDA Approved Drug=BENTOQUATAM",O=[Al]O[Al]=O,1.39
"Indian Approved Name=bentonite,FDA Approved Drug=BENTOQUATAM",O=[Al]O[Al]=O,2.78
"Indian Approved Name=bentonite,FDA Approved Drug=BENTOQUATAM",O=[Al]O[Al]=O,5.56
"Indian Approved Name=bentonite,FDA Approved Drug=BENTOQUATAM",O=[Al]O[Al]=O,11.11
"Indian Approved Name=bentonite,FDA Approved Drug=BENTOQUATAM",O=[Al]O[Al]=O,22.22
Traditional Herbal Isolate=n-methylmorpholine,C[NH+]1CCOCC1,1.39
Traditional Herbal Isolate=n-methylmorpholine,C[NH+]1CCOCC1,2.78
Traditional Herbal Isolate=n-methylmorpholine,C[NH+]1CCOCC1,5.56
Traditional Herbal Isolate=n-methylmorpholine,C[NH+]1CCOCC1,11.11
Traditional Herbal Isolate=n-methylmorpholine,C[NH+]1CCOCC1,22.22
Traditional Herbal Isolate=hexanol,CCCCCCO,1.39
Traditional Herbal Isolate=hexanol,CCCCCCO,2.78
Traditional Herbal Isolate=hexanol,CCCCCCO,5.56
Traditional Herbal Isolate=hexanol,CCCCCCO,11.11
Traditional Herbal Isolate=hexanol,CCCCCCO,22.22
NPC Approved Name=diisopropylamine sulfate (2:1),CC(C)[NH2+]C(C)C,1.39
NPC Approved Name=diisopropylamine sulfate (2:1),CC(C)[NH2+]C(C)C,2.78
NPC Approved Name=diisopropylamine sulfate (2:1),CC(C)[NH2+]C(C)C,5.56
NPC Approved Name=diisopropylamine sulfate (2:1),CC(C)[NH2+]C(C)C,11.11
NPC Approved Name=diisopropylamine sulfate (2:1),CC(C)[NH2+]C(C)C,22.22
"US Illegal/Scheduled Drug (Schedule 1)=gamma-Hydroxybutyric acid,US Illegal/Scheduled Drug (Schedule 3)=Xyrem ;sodium oxybate,FDA Approved Drug=SODIUM OXYBATE",C(CC(=O)[O-])CO,1.39
"US Illegal/Scheduled Drug (Schedule 1)=gamma-Hydroxybutyric acid,US Illegal/Scheduled Drug (Schedule 3)=Xyrem ;sodium oxybate,FDA Approved Drug=SODIUM OXYBATE",C(CC(=O)[O-])CO,2.78
"US Illegal/Scheduled Drug (Schedule 1)=gamma-Hydroxybutyric acid,US Illegal/Scheduled Drug (Schedule 3)=Xyrem ;sodium oxybate,FDA Approved Drug=SODIUM OXYBATE",C(CC(=O)[O-])CO,5.56
"US Illegal/Scheduled Drug (Schedule 1)=gamma-Hydroxybutyric acid,US Illegal/Scheduled Drug (Schedule 3)=Xyrem ;sodium oxybate,FDA Approved Drug=SODIUM OXYBATE",C(CC(=O)[O-])CO,11.11
"US Illegal/Scheduled Drug (Schedule 1)=gamma-Hydroxybutyric acid,US Illegal/Scheduled Drug (Schedule 3)=Xyrem ;sodium oxybate,FDA Approved Drug=SODIUM OXYBATE",C(CC(=O)[O-])CO,22.22
"WHO Essential Medicine=cycloserine,Indian Approved Name=cycloserine,FDA Approved Drug=CYCLOSERINE",C1[C@H](C(=O)NO1)[NH3+],1.39
"WHO Essential Medicine=cycloserine,Indian Approved Name=cycloserine,FDA Approved Drug=CYCLOSERINE",C1[C@H](C(=O)NO1)[NH3+],2.78
"WHO Essential Medicine=cycloserine,Indian Approved Name=cycloserine,FDA Approved Drug=CYCLOSERINE",C1[C@H](C(=O)NO1)[NH3+],5.56
"WHO Essential Medicine=cycloserine,Indian Approved Name=cycloserine,FDA Approved Drug=CYCLOSERINE",C1[C@H](C(=O)NO1)[NH3+],11.11
"WHO Essential Medicine=cycloserine,Indian Approved Name=cycloserine,FDA Approved Drug=CYCLOSERINE",C1[C@H](C(=O)NO1)[NH3+],22.22
Traditional Herbal Isolate=gamma-aminobutyric acid;gamma-dichroline,C(CC(=O)[O-])C[NH3+],1.39
Traditional Herbal Isolate=gamma-aminobutyric acid;gamma-dichroline,C(CC(=O)[O-])C[NH3+],2.78
Traditional Herbal Isolate=gamma-aminobutyric acid;gamma-dichroline,C(CC(=O)[O-])C[NH3+],5.56
Traditional Herbal Isolate=gamma-aminobutyric acid;gamma-dichroline,C(CC(=O)[O-])C[NH3+],11.11
Traditional Herbal Isolate=gamma-aminobutyric acid;gamma-dichroline,C(CC(=O)[O-])C[NH3+],22.22
Indian Approved Name=lanolin,CC(=O)OCCO,1.39
Indian Approved Name=lanolin,CC(=O)OCCO,2.78
Indian Approved Name=lanolin,CC(=O)OCCO,5.56
Indian Approved Name=lanolin,CC(=O)OCCO,11.11
Indian Approved Name=lanolin,CC(=O)OCCO,22.22
Traditional Herbal Isolate=styrene,C=Cc1ccccc1,1.39
Traditional Herbal Isolate=styrene,C=Cc1ccccc1,2.78
Traditional Herbal Isolate=styrene,C=Cc1ccccc1,5.56
Traditional Herbal Isolate=styrene,C=Cc1ccccc1,11.11
Traditional Herbal Isolate=styrene,C=Cc1ccccc1,22.22
"Traditional Herbal Isolate=choline asparaginer,Indian Approved Name=choline",C[N+](C)(C)CCO,1.39
"Traditional Herbal Isolate=choline asparaginer,Indian Approved Name=choline",C[N+](C)(C)CCO,2.78
"Traditional Herbal Isolate=choline asparaginer,Indian Approved Name=choline",C[N+](C)(C)CCO,5.56
"Traditional Herbal Isolate=choline asparaginer,Indian Approved Name=choline",C[N+](C)(C)CCO,11.11
"Traditional Herbal Isolate=choline asparaginer,Indian Approved Name=choline",C[N+](C)(C)CCO,22.22
Traditional Herbal Isolate=serine,C([C@@H](C(=O)[O-])[NH3+])O,1.39
Traditional Herbal Isolate=serine,C([C@@H](C(=O)[O-])[NH3+])O,2.78
Traditional Herbal Isolate=serine,C([C@@H](C(=O)[O-])[NH3+])O,5.56
Traditional Herbal Isolate=serine,C([C@@H](C(=O)[O-])[NH3+])O,11.11
Traditional Herbal Isolate=serine,C([C@@H](C(=O)[O-])[NH3+])O,22.22
Indian Approved Name=dihydroxy methyl carbamide,CN(C(=O)NO)O,1.39
Indian Approved Name=dihydroxy methyl carbamide,CN(C(=O)NO)O,2.78
Indian Approved Name=dihydroxy methyl carbamide,CN(C(=O)NO)O,5.56
Indian Approved Name=dihydroxy methyl carbamide,CN(C(=O)NO)O,11.11
Indian Approved Name=dihydroxy methyl carbamide,CN(C(=O)NO)O,22.22
Traditional Herbal Isolate=benzoquinone,C1=CC(=O)C=CC1=O,1.39
Traditional Herbal Isolate=benzoquinone,C1=CC(=O)C=CC1=O,2.78
Traditional Herbal Isolate=benzoquinone,C1=CC(=O)C=CC1=O,5.56
Traditional Herbal Isolate=benzoquinone,C1=CC(=O)C=CC1=O,11.11
Traditional Herbal Isolate=benzoquinone,C1=CC(=O)C=CC1=O,22.22
Traditional Herbal Isolate=p- cresol,Cc1ccc(cc1)O,1.39
Traditional Herbal Isolate=p- cresol,Cc1ccc(cc1)O,2.78
Traditional Herbal Isolate=p- cresol,Cc1ccc(cc1)O,5.56
Traditional Herbal Isolate=p- cresol,Cc1ccc(cc1)O,11.11
Traditional Herbal Isolate=p- cresol,Cc1ccc(cc1)O,22.22
Traditional Herbal Isolate=3-methoxypyridine,COc1cccnc1,1.39
Traditional Herbal Isolate=3-methoxypyridine,COc1cccnc1,2.78
Traditional Herbal Isolate=3-methoxypyridine,COc1cccnc1,5.56
Traditional Herbal Isolate=3-methoxypyridine,COc1cccnc1,11.11
Traditional Herbal Isolate=3-methoxypyridine,COc1cccnc1,22.22
Traditional Herbal Isolate=pyrryl--methyl ketone,CC(=O)c1ccc[nH]1,1.39
Traditional Herbal Isolate=pyrryl--methyl ketone,CC(=O)c1ccc[nH]1,2.78
Traditional Herbal Isolate=pyrryl--methyl ketone,CC(=O)c1ccc[nH]1,5.56
Traditional Herbal Isolate=pyrryl--methyl ketone,CC(=O)c1ccc[nH]1,11.11
Traditional Herbal Isolate=pyrryl--methyl ketone,CC(=O)c1ccc[nH]1,22.22
"Traditional Herbal Isolate=hydroquinone,Indian Approved Name=hydroquinone,FDA Approved Drug=HYDROQUINONE",c1cc(ccc1O)O,1.39
"Traditional Herbal Isolate=hydroquinone,Indian Approved Name=hydroquinone,FDA Approved Drug=HYDROQUINONE",c1cc(ccc1O)O,2.78
"Traditional Herbal Isolate=hydroquinone,Indian Approved Name=hydroquinone,FDA Approved Drug=HYDROQUINONE",c1cc(ccc1O)O,5.56
"Traditional Herbal Isolate=hydroquinone,Indian Approved Name=hydroquinone,FDA Approved Drug=HYDROQUINONE",c1cc(ccc1O)O,11.11
"Traditional Herbal Isolate=hydroquinone,Indian Approved Name=hydroquinone,FDA Approved Drug=HYDROQUINONE",c1cc(ccc1O)O,22.22
Australia Approved Name=RESORCINOL,c1cc(cc(c1)O)O,1.39
Australia Approved Name=RESORCINOL,c1cc(cc(c1)O)O,2.78
Australia Approved Name=RESORCINOL,c1cc(cc(c1)O)O,5.56
Australia Approved Name=RESORCINOL,c1cc(cc(c1)O)O,11.11
Australia Approved Name=RESORCINOL,c1cc(cc(c1)O)O,22.22
Traditional Herbal Isolate=catechol;pyrocatechine acid,c1ccc(c(c1)O)O,1.39
Traditional Herbal Isolate=catechol;pyrocatechine acid,c1ccc(c(c1)O)O,2.78
Traditional Herbal Isolate=catechol;pyrocatechine acid,c1ccc(c(c1)O)O,5.56
Traditional Herbal Isolate=catechol;pyrocatechine acid,c1ccc(c(c1)O)O,11.11
Traditional Herbal Isolate=catechol;pyrocatechine acid,c1ccc(c(c1)O)O,22.22
"Indian Approved Name=selenium sulphide,WHO Essential Medicine=selenium sulfide,Australia Approved Name=SULFUR LOTION",S=[Se],1.39
"Indian Approved Name=selenium sulphide,WHO Essential Medicine=selenium sulfide,Australia Approved Name=SULFUR LOTION",S=[Se],2.78
"Indian Approved Name=selenium sulphide,WHO Essential Medicine=selenium sulfide,Australia Approved Name=SULFUR LOTION",S=[Se],5.56
"Indian Approved Name=selenium sulphide,WHO Essential Medicine=selenium sulfide,Australia Approved Name=SULFUR LOTION",S=[Se],11.11
"Indian Approved Name=selenium sulphide,WHO Essential Medicine=selenium sulfide,Australia Approved Name=SULFUR LOTION",S=[Se],22.22
Indian Approved Name=sorbic acid,C/C=C/C=C/C(=O)[O-],1.39
